Feature name	Feature description	Feature name paper	Feature ID	Feature type	Feature variation	Phenotype1	Description phenotype 1	Phenotype2	Description phenotype 2	Tissue	Tissue description	Experimental	Method	Interaction observed	Name interactive feature	ID interactive feature	Type interactive feature	Organism	Population	T.cruzi strain	Paper PMID	Paper DOI	Paper title	Paper publication date
Il4	interleukin 4 [Source:MGI Symbol;Acc:MGI:96556]	IL-4	ENSMUSG00000000869	Protein	DOWN	Acute	3 hours pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il4	interleukin 4 [Source:MGI Symbol;Acc:MGI:96556]	IL-4	ENSMUSG00000000869	Protein	DOWN	Acute	5 days pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il4	interleukin 4 [Source:MGI Symbol;Acc:MGI:96556]	IL-4	ENSMUSG00000000869	Protein	DOWN	Acute	15 days pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il4	interleukin 4 [Source:MGI Symbol;Acc:MGI:96556]	IL-4	ENSMUSG00000000869	Protein	DOWN	Acute	3 hours pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il4	interleukin 4 [Source:MGI Symbol;Acc:MGI:96556]	IL-4	ENSMUSG00000000869	Protein	DOWN	Acute	5 days pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il4	interleukin 4 [Source:MGI Symbol;Acc:MGI:96556]	IL-4	ENSMUSG00000000869	Protein	DOWN	Acute	15 days pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il4	interleukin 4 [Source:MGI Symbol;Acc:MGI:96556]	IL-4	ENSMUSG00000000869	Protein	DOWN	Acute	15 days pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il4	interleukin 4 [Source:MGI Symbol;Acc:MGI:96556]	IL-4	ENSMUSG00000000869	Protein	DOWN	Chronic	3 months pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il4	interleukin 4 [Source:MGI Symbol;Acc:MGI:96556]	IL-4	ENSMUSG00000000869	Protein	DOWN	Chronic	6 months pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il4	interleukin 4 [Source:MGI Symbol;Acc:MGI:96556]	IL-4	ENSMUSG00000000869	Protein	UP	Chronic	6 months pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il4	interleukin 4 [Source:MGI Symbol;Acc:MGI:96556]	IL-4	ENSMUSG00000000869	Protein	DOWN	Chronic	3 months pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il4	interleukin 4 [Source:MGI Symbol;Acc:MGI:96556]	IL-4	ENSMUSG00000000869	Protein	DOWN	Chronic	6 months pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il5	interleukin 5 [Source:MGI Symbol;Acc:MGI:96557]	IL-5	ENSMUSG00000036117	Protein	DOWN	Acute	3 hours pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il5	interleukin 5 [Source:MGI Symbol;Acc:MGI:96557]	IL-5	ENSMUSG00000036117	Protein	DOWN	Acute	5 days pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il5	interleukin 5 [Source:MGI Symbol;Acc:MGI:96557]	IL-5	ENSMUSG00000036117	Protein	DOWN	Acute	15 days pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il5	interleukin 5 [Source:MGI Symbol;Acc:MGI:96557]	IL-5	ENSMUSG00000036117	Protein	DOWN	Acute	15 days pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il5	interleukin 5 [Source:MGI Symbol;Acc:MGI:96557]	IL-5	ENSMUSG00000036117	Protein	DOWN	Acute	3 hours pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il5	interleukin 5 [Source:MGI Symbol;Acc:MGI:96557]	IL-5	ENSMUSG00000036117	Protein	DOWN	Acute	3 hours pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il5	interleukin 5 [Source:MGI Symbol;Acc:MGI:96557]	IL-5	ENSMUSG00000036117	Protein	DOWN	Acute	5 days pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il5	interleukin 5 [Source:MGI Symbol;Acc:MGI:96557]	IL-5	ENSMUSG00000036117	Protein	DOWN	Acute	15 days pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il5	interleukin 5 [Source:MGI Symbol;Acc:MGI:96557]	IL-5	ENSMUSG00000036117	Protein	DOWN	Acute	15 days pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il5	interleukin 5 [Source:MGI Symbol;Acc:MGI:96557]	IL-5	ENSMUSG00000036117	Protein	DOWN	Chronic	3 months pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il5	interleukin 5 [Source:MGI Symbol;Acc:MGI:96557]	IL-5	ENSMUSG00000036117	Protein	DOWN	Chronic	6 months pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il5	interleukin 5 [Source:MGI Symbol;Acc:MGI:96557]	IL-5	ENSMUSG00000036117	Protein	DOWN	Chronic	3 months pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il5	interleukin 5 [Source:MGI Symbol;Acc:MGI:96557]	IL-5	ENSMUSG00000036117	Protein	DOWN	Chronic	6 months pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il6	interleukin 6 [Source:MGI Symbol;Acc:MGI:96559]	IL-6	ENSMUSG00000025746	Protein	DOWN	Acute	3 hours pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il6	interleukin 6 [Source:MGI Symbol;Acc:MGI:96559]	IL-6	ENSMUSG00000025746	Protein	DOWN	Acute	5 days pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il6	interleukin 6 [Source:MGI Symbol;Acc:MGI:96559]	IL-6	ENSMUSG00000025746	Protein	DOWN	Acute	15 days pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il6	interleukin 6 [Source:MGI Symbol;Acc:MGI:96559]	IL-6	ENSMUSG00000025746	Protein	DOWN	Acute	3 hours pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il6	interleukin 6 [Source:MGI Symbol;Acc:MGI:96559]	IL-6	ENSMUSG00000025746	Protein	DOWN	Acute	5 days pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il6	interleukin 6 [Source:MGI Symbol;Acc:MGI:96559]	IL-6	ENSMUSG00000025746	Protein	DOWN	Acute	15 days pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il6	interleukin 6 [Source:MGI Symbol;Acc:MGI:96559]	IL-6	ENSMUSG00000025746	Protein	DOWN	Acute	15 days pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il6	interleukin 6 [Source:MGI Symbol;Acc:MGI:96559]	IL-6	ENSMUSG00000025746	Protein	DOWN	Chronic	3 months pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il6	interleukin 6 [Source:MGI Symbol;Acc:MGI:96559]	IL-6	ENSMUSG00000025746	Protein	DOWN	Chronic	6 months pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il6	interleukin 6 [Source:MGI Symbol;Acc:MGI:96559]	IL-6	ENSMUSG00000025746	Protein	DOWN	Chronic	3 months pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il6	interleukin 6 [Source:MGI Symbol;Acc:MGI:96559]	IL-6	ENSMUSG00000025746	Protein	UP	Chronic	6 months pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il6	interleukin 6 [Source:MGI Symbol;Acc:MGI:96559]	IL-6	ENSMUSG00000025746	Protein	DOWN	Chronic	3 months pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il6	interleukin 6 [Source:MGI Symbol;Acc:MGI:96559]	IL-6	ENSMUSG00000025746	Protein	DOWN	Chronic	6 months pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il6	interleukin 6 [Source:MGI Symbol;Acc:MGI:96559]	IL-6	ENSMUSG00000025746	Protein	DOWN	Chronic	3 months pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il7	interleukin 7 [Source:MGI Symbol;Acc:MGI:96561]	IL-7	ENSMUSG00000040329	Protein	DOWN	Acute	3 hours pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il7	interleukin 7 [Source:MGI Symbol;Acc:MGI:96561]	IL-7	ENSMUSG00000040329	Protein	DOWN	Acute	5 days pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il7	interleukin 7 [Source:MGI Symbol;Acc:MGI:96561]	IL-7	ENSMUSG00000040329	Protein	DOWN	Acute	15 days pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il7	interleukin 7 [Source:MGI Symbol;Acc:MGI:96561]	IL-7	ENSMUSG00000040329	Protein	DOWN	Acute	5 days pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il7	interleukin 7 [Source:MGI Symbol;Acc:MGI:96561]	IL-7	ENSMUSG00000040329	Protein	DOWN	Acute	3 hours pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il7	interleukin 7 [Source:MGI Symbol;Acc:MGI:96561]	IL-7	ENSMUSG00000040329	Protein	DOWN	Acute	5 days pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il7	interleukin 7 [Source:MGI Symbol;Acc:MGI:96561]	IL-7	ENSMUSG00000040329	Protein	DOWN	Acute	15 days pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il7	interleukin 7 [Source:MGI Symbol;Acc:MGI:96561]	IL-7	ENSMUSG00000040329	Protein	DOWN	Acute	5 days pi	Healthy		Spleen		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	G	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il7	interleukin 7 [Source:MGI Symbol;Acc:MGI:96561]	IL-7	ENSMUSG00000040329	Protein	UP	Chronic	6 months pi	Healthy		Stomach		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il7	interleukin 7 [Source:MGI Symbol;Acc:MGI:96561]	IL-7	ENSMUSG00000040329	Protein	DOWN	Chronic	3 months pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
Il7	interleukin 7 [Source:MGI Symbol;Acc:MGI:96561]	IL-7	ENSMUSG00000040329	Protein	DOWN	Chronic	6 months pi	Healthy		Heart		Yes	LINCOplex Kits, Millipore	No				Mus musculus	C57BL/6	CL-Brener	26827742	10.1016/j.actatropica.2016.01.025	A high throughput analysis of cytokines and chemokines expression during the course of Trypanosoma cruzi experimental oral infection	2016
